X,Y,OBJECTID,Line_Name,Station_Name,Street_Address,On_Street,At_Street,City,State,Zip,Municipality,County,Fare_Zone,Owner,Property_Status,Mile_Post,ADA_Accessible,Parking_Available,Number_of_Daily_Parking_Spaces,Daily_Car_Count,Number_of_Bike_Racks,Max_Number_of_Bicycles,Taxi_Stand,Elevators,Escalators,Platform_Type,Ticket_Office,Station_Building,Historic_Station_Building,Enclosed_Waiting_Room,Passenger_Shelter,Passenger_Canopy,Bench,Lighting,Restroom,Trash_Receptacle,Recycling_Bin,Map,Schedule_Information,Fare_Information,Minority_Area,Low_Income_Area,Minority_Low_Income_Area,PA_US_Congressional_District,PA_State_Senate_District,PA_State_House_District,Philadelphia_City_Council_Distr,Weekday_Inbound_Boards,Weekday_Inbound_Leaves,Weekday_Outbound_Boards,Weekday_Outbound_Leaves,Weekday_Total_Boards,Weekday_Total_Leaves,Weekday_Inbound_Trips,Weekday_Outbound_Trips,Saturday_Inbound_Boards,Saturday_Inbound_Leaves,Saturday_Outbound_Boards,Saturday_Outbound_Leaves,Saturday_Total_Boards,Saturday_Total_Leaves,Saturday_Inbound_Trips,Saturday_Outbound_Trips,Sunday_Inbound_Boards,Sunday_Inbound_Leaves,Sunday_Outbound_Boards,Sunday_Outbound_Leaves,Sunday_Total_Boards,Sunday_Total_Leaves,Sunday_Inbound_Trips,Sunday_Outbound_Trips,Total_Daily_Board,Total_Daily_Leaves,Total_Weekly_Boards,Total_Weekly_Leaves,Total_Weekly_Trips,Total_Annual_Boards,Total_Annual_Leaves,Total_Annual_Trips,Stop_ID,Latitude,Longitude,GlobalID
-75.277267532999986,40.214357609000047,58,Lansdale Doylestown Line,North Wales,605 Beaver St,Beaver St,Wissahickon Ave,North Wales,PA,19454,North Wales,Montgomery,4,SEPTA,Own,22.4,Yes,Yes,418,418,2,6,No,No,No,High,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,13,12,61,,781,27,18,736,799,763,,,214,4,6,215,220,219,,,171,13,9,147,179,160,,,1199,1143,4396,4196,,225672,215347,,90529,40.21435598,-75.27726707,d7447206-8900-4370-8ef0-3c0e61dc7c53
-75.183829873999969,40.118196545000046,59,Lansdale Doylestown Line,Oreland,1502 Bruce Rd,Bruce Rd,Bridge St,Oreland,PA,19075,Springfield,Montgomery,3,SEPTA,Own,13.8,No,Yes,145,134,3,6,No,No,No,Low,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,7,154,,273,11,13,297,285,307,,,82,8,10,56,91,64,,,43,1,3,38,46,39,,,422,410,1563,1640,,80122,83989,,90524,40.11819002,-75.1838324,e49638f6-e296-4610-b9a1-eb0fc72d7626
-75.243958432999989,40.169711770000049,60,Lansdale Doylestown Line,Penllyn,908 Pershing Rd,Pershing Rd,Old Penllyn Pike,Blue Bell,PA,19422,Lower Gwynedd,Montgomery,3,SEPTA,Own,18.8,No,Yes,55,55,0,0,No,No,No,Low,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,13,12,61,,202,3,7,215,209,218,,,62,2,2,62,64,64,,,41,0,4,54,45,54,,,317,337,1151,1210,,59095,62133,,90527,40.16971177,-75.24395843,2068b77b-b49c-45b7-a804-db71b3c30a01
-75.28176960899998,40.230285847000061,61,Lansdale Doylestown Line,Pennbrook,1114 Church Rd,Church Rd,Pennbrook Pkwy,Landsdale,PA,19446,Lansdale,Montgomery,4,SEPTA,Own,23.5,Yes,Yes,200,182,2,6,No,No,No,Mini,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,24,53,,429,6,6,369,435,374,,,139,5,3,144,142,148,,,87,6,6,86,93,92,,,670,615,2408,2113,,123599,108539,,90530,40.23028186,-75.28176848,afba6c97-490d-4f26-b4ab-63756dbf1c05
-75.165425987999981,40.003859037000041,62,Manayunk Norristown Line,Allegheny,3235 N. 22nd St,22nd St,Allegheny Ave,Philadelphia,PA,19140,Philadelphia,Philadelphia,1,SEPTA,Own,4,No,No,N/A,0,0,0,No,No,No,Low,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,197,8,18,65,80,31,98,96,,,12,32,39,23,51,55,,,15,37,41,17,56,54,,,205,205,597,589,,30890,30472,,90218,40.00385904,-75.16542599,8983ad87-5f57-4514-964e-f29e6d906bff
-75.308640013999934,40.072114962000057,63,Manayunk Norristown Line,Conshohocken,20  Washington St,Washington St,Fayette St,Conshohocken,PA,19428,Conshohocken,Montgomery,3,SEPTA,Own,13.5,No,Yes,118,118,0,0,No,No,No,Low,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,17,148,,629,15,25,692,654,707,,,434,12,13,277,447,289,,,127,12,8,147,135,159,,,1236,1155,3851,3984,,197793,204576,,90225,40.07211496,-75.30864001,65d63b2b-f140-4fda-abf4-b2fa5046a101
-75.192040974999941,40.011406087000069,64,Manayunk Norristown Line,East Falls,3610 Midvale Ave,Midvale Ave,Cresson St,Philadelphia,PA,19129,Philadelphia,Philadelphia,1,SEPTA,Own,5.5,No,Yes,40,40,0,0,No,No,No,Low,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,7,197,4,634,75,75,540,709,615,,,368,27,49,212,417,239,,,151,30,18,154,169,184,,,1295,1038,4129,3500,,212179,180047,,90219,40.01140609,-75.19204097,2142ec18-b82e-4095-83ee-e42ed542415e
-75.345086313999957,40.12084731300007,65,Manayunk Norristown Line,Elm Street,793 Markley St,Markley St,W. Elm St,Norristown,PA,19401,Norristown,Montgomery,3,SEPTA,Own,18.1,Yes,Yes,246,222,0,0,No,No,No,High,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,17,150,,344,0,0,258,344,258,,,103,0,0,82,103,82,,,71,0,0,72,71,72,,,518,412,1892,1445,,97112,74291,,90228,40.12084731,-75.34508631,bbd0446c-b101-4df6-96bb-c5c72a552f07
-75.235473132999971,40.034091941000042,66,Manayunk Norristown Line,Ivy Ridge,4910 Umbria St,Umbria St,Parker Ave,Philadelphia,PA,19128,Philadelphia,Philadelphia,2,SEPTA,Own,8.2,No,Yes,291,291,0,0,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,7,194,4,635,27,31,599,666,626,,,174,3,6,87,180,90,,,62,3,4,63,66,66,,,912,782,3574,3286,,182906,168148,,90222,40.03403019,-75.23541981,f54977ec-2052-4688-a1a7-eed7afe62b1e
-75.348791987999959,40.116948988000047,67,Manayunk Norristown Line,Main Street,305 W. Main St at Markley St,W. Main St,Markley St,Norristown,PA,19401,Norristown,Montgomery,3,SEPTA,Own,17.77,No,Yes,92,92,0,0,No,No,No,Low,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,17,150,,181,1,1,182,182,183,,,122,1,0,115,122,116,,,78,1,0,59,78,60,,,382,359,1112,1093,,57390,56279,,90227,40.11694899,-75.34879199,02b06fee-bc81-4bac-828a-0f66729022e3
-75.224968111999942,40.026788189000058,68,Manayunk Norristown Line,Manayunk,117 Carson St,Carson St,Cresson St,Philadelphia,PA,19127,Philadelphia,Philadelphia,2,SEPTA,Own,7.5,No,No,N/A,0,0,0,No,No,No,Low,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,7,194,4,548,60,57,465,605,525,,,468,85,100,288,568,373,,,138,12,14,173,152,185,,,1325,1083,3746,3181,,192668,163909,,90221,40.02666873,-75.22466811,866b41ce-2a3b-41ff-a432-caa144ea4482
-75.266395888999966,40.05852909500004,69,Manayunk Norristown Line,Miquon,1096 River Rd,River Rd,Manor Rd,Conshohocken,PA,19428,Whitemarsh,Montgomery,2,SEPTA,Own,10.7,No,Yes,205,205,0,0,No,No,No,Low,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,7,148,,472,10,9,516,481,526,,,75,3,1,64,76,67,,,24,0,2,22,26,22,,,583,615,2509,2721,,128197,139012,,90223,40.0585291,-75.26639589,cf208dbd-5b6c-4357-951c-e99e0dee4b2b
-75.344043891999945,40.112675294000042,70,Manayunk Norristown Line,Norristown T.C.,103 Dekalb St,Dekalb St,Schuylkill Ave,Norristown,PA,19401,Norristown,Montgomery,3,SEPTA,Own,17.2,No,Yes,693,421,4,8,No,No,No,Low,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,YEs,13,17,150,,827,0,1,882,828,882,,,282,0,3,300,285,300,,,215,2,0,202,215,204,,,1328,1386,4638,4915,,238318,252403,,90226,40.11267529,-75.34404389,5994938d-11e9-4730-a7e8-f82c7f9fde7d
-75.286083003999977,40.074216061000072,71,Manayunk Norristown Line,Spring Mill,98 Station Ave (near Hector St),Station Ave,Hector St,Conshohocken,PA,19428,Whitemarsh,Montgomery,3,SEPTA,Own,12.3,Yes,Yes,104,104,6,12,No,No,No,Mini,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,13,7,148,,385,13,15,375,400,388,,,211,3,6,133,217,136,,,56,0,0,66,56,66,,,673,590,2273,2144,,116522,109932,,90224,40.07421606,-75.286083,1ffb68bb-7021-4f69-8abf-648c4ee0ec06
-75.210207051999987,40.016566853000029,72,Manayunk Norristown Line,Wissahickon,5100 Rochelle Ave,Rochelle Ave,Sumac St,Philadelphia,PA,19128,Philadelphia,Philadelphia,2,SEPTA,Own,6.4,No,Yes,206,172,0,0,No,No,No,Low,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,7,194,4,375,87,86,419,461,506,,,256,26,21,101,277,127,,,82,33,13,75,95,108,,,833,741,2679,2763,,137561,141786,,90220,40.01656685,-75.21020705,ad8ced75-b6c6-4a20-bd5e-8ba27632889d
-75.216436754999961,39.94360933300004,73,Media Elwyn Line,49th Street,49th St & Chester Ave,49th St,Chester Ave,Philadelphia,PA,19143,Philadelphia,Philadelphia,1,SEPTA,Own,3.2,Yes,No,N/A,0,0,0,No,No,No,Low,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,8,188,3,18,45,53,23,71,68,,,6,15,21,13,27,28,,,14,24,27,7,41,31,,,139,127,423,399,,21887,20594,,90314,39.94360933,-75.21643675,62371a5f-79c9-49f1-8594-014ab35e3818
-75.238534117999961,39.944834374000038,74,Media Elwyn Line,Angora,1099 S. 58th St,58th St,Fernwood St,Philadelphia,PA,19143,Philadelphia,Delaware,1,SEPTA,Own,4.4,No,No,N/A,0,0,0,No,No,No,Low,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,8,191,3,14,8,8,14,22,22,,,2,7,2,6,4,13,,,9,9,13,16,22,25,,,48,60,136,148,,7094,7736,,90313,39.94483437,-75.23853412,3abc1e51-4495-4e89-a40a-f0ee0dbd5b41
-75.290326877999973,39.926671138000074,75,Media Elwyn Line,Clifton-Aldan,1 Springfield Rd,Springfield Rd,Maryland Ave,Clifton Heights,PA,19018,Aldan,Delaware,2,SEPTA,Own,7.5,No,Yes,142,142,0,0,No,No,No,Low,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,26,163,,214,16,12,244,226,260,,,22,5,5,38,27,43,,,28,2,1,34,29,36,,,282,339,1186,1379,,60716,70624,,90309,39.92667114,-75.29032688,367333a8-6f60-49e4-96c4-4d283e8f4b7b
-75.411187215999973,39.907816964000062,76,Media Elwyn Line,Elwyn,149 Elwyn Rd,Elwyn Rd,Middletown Rd,Media,PA,19063,Middletown,Delaware,3,SEPTA,Own,15,Yes,Yes,348,348,0,0,No,No,No,Low,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,9,168,,422,0,0,481,422,481,,,87,0,0,100,87,100,,,91,0,0,90,91,90,,,600,671,2288,2595,,117412,133075,,90301,39.90781696,-75.41118722,4c904e1f-a9e0-4725-89d3-66829b53a35a
-75.256050373999983,39.939681393000058,77,Media Elwyn Line,Fernwood-Yeadon,413 S. Church Ln,S. Church Ln,Penn St,Lansdowne,PA,19050,Upper Darby,Delaware,2,SEPTA,Own,5.4,No,No,N/A,0,0,0,No,No,No,Low,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,26,164,,80,15,15,111,95,126,,,28,4,5,34,33,38,,,16,6,4,22,20,28,,,148,192,528,696,,27101,35730,,90312,39.93968139,-75.25605037,bcdc593a-8623-42c7-977d-bed5132688e5
-75.282147665999958,39.932734335000077,78,Media Elwyn Line,Gladstone,198 Walsh Rd,Walsh Rd,Madison Rd,Lansdowne,PA,19050,Lansdowne,Delaware,2,SEPTA,Own,6.9,No,Yes,106,106,0,0,No,No,No,Low,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,8,163,,175,4,3,248,178,252,,,25,2,0,30,25,32,,,23,2,4,37,27,39,,,230,323,942,1331,,48256,68186,,90310,39.93273434,-75.28214767,d5408e01-3f31-459c-8623-4d9075ee6ee1
-75.271605060999946,39.93727649300007,79,Media Elwyn Line,Lansdowne,45 S. Lansdowne Ave,S. Lansdowne Ave,Scottdale Rd,Lansdowne,PA,19050,Lansdowne,Delaware,2,SEPTA,Own,6.3,No,Yes,164,157,2,6,No,No,No,Low,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,8,163,,290,10,7,428,297,438,,,55,8,6,68,61,76,,,64,10,13,67,77,77,,,435,591,1623,2343,,83373,120108,,90311,39.93727649,-75.27160506,d4eb4735-cd8b-4676-b86f-41412dffe3a0
-75.394656,39.91423358000003,80,Media Elwyn Line,Media,309 Media Station Rd,Media Station Rd,S. Orange St,Media,PA,19063,Upper Providence,Delaware,3,SEPTA,Own,14,Yes,Yes,250,250,4,8,No,No,No,Mini,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,26,168,,526,3,1,503,527,506,,,98,0,1,115,99,115,,,94,0,0,106,94,106,,,720,727,2828,2752,,144985,141209,,90302,39.91423358,-75.394656,bbff0b9b-5eb1-4d4b-9a36-53186113e43d
-75.328361757999971,39.908035065000036,81,Media Elwyn Line,Morton,2 S. Morton Ave,Yale Ave,S. Morton Ave,Morton,PA,19070,Morton,Delaware,2,SEPTA,Own,9.9,Yes,Yes,342,296,2,4,No,No,No,Mini,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,26,165,,506,9,9,597,515,606,,,67,2,6,118,73,120,,,82,6,5,94,87,100,,,675,826,2735,3250,,140167,166570,,90306,39.90803507,-75.32836176,4089ea92-5254-4f17-820e-dfdc87e7a4d1
-75.388086535999946,39.905839008000044,82,Media Elwyn Line,Moylan-Rose Valley,4 Manchester Rd,Manchester Rd,Woodward Rd,Media,PA,19063,Nether Providence,Delaware,3,SEPTA,Own,13.2,No,Yes,149,149,2,8,No,No,No,Low,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,9,161,,319,1,0,290,319,291,,,28,0,0,16,28,16,,,17,0,0,26,17,26,,,364,333,1640,1497,,83787,76545,,90303,39.90583901,-75.38808654,afa8de43-02c4-47ca-9f54-eebfb8b446f4
-75.298368305999986,39.921677486000078,83,Media Elwyn Line,Primos,446 S. Oak Ave,S. Oak Ave,Mildred Ave,Clifton Heights,PA,19018,Upper Darby,Delaware,2,SEPTA,Own,8.1,Yes,Yes,104,104,0,0,No,No,No,High,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,26,163,,517,11,12,492,529,503,,,71,9,11,83,82,92,,,69,0,2,63,71,63,,,682,658,2798,2670,,143277,136703,,90308,39.92167749,-75.29836831,b095e698-0bd1-4276-a050-c41e395ebd09
-75.309821345999978,39.915761986000064,84,Media Elwyn Line,Secane,1297 Providence Rd,Providence Rd,South Ave,Clifton Heights,PA,19018,Upper Darby,Delaware,2,SEPTA,Own,8.8,No,Yes,90,90,0,0,No,No,No,Low,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,7,26,163,,385,5,8,370,393,375,,,62,7,3,79,65,86,,,68,3,2,62,70,65,,,528,526,2100,2024,,107655,103765,,90307,39.91576199,-75.30982135,0423970a-c592-40dd-907f-317de2f4aa7e
-75.351105575999952,39.90229443700008,85,Media Elwyn Line,Swarthmore,2 S. Chester Rd,S. Chester Rd,Park Ave,Swarthmore,PA,19081,Swarthmore,Delaware,3,SEPTA,Own,11.2,Yes,Yes,250,244,20,40,No,No,No,Mini,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,26,161,,763,8,9,636,772,644,,,257,2,4,182,261,184,,,158,7,2,168,160,175,,,1193,1003,4281,3579,,219712,183938,,90305,39.90229444,-75.35110558,8f14fbf9-1673-47af-9b60-937419c67abd
-75.371611874999985,39.903746828000067,86,Media Elwyn Line,Wallingford,141 E. Possum Hollow Rd,E. Possum Hollow Rd,Kershaw Ave,Wallingford,PA,19086,Nether Providence,Delaware,3,SEPTA,Own,12.3,No,Yes,80,80,3,12,No,No,No,Low,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,9,161,,339,0,1,355,340,355,,,112,0,0,103,112,103,,,39,0,0,50,39,50,,,491,508,1851,1928,,94786,98781,,90304,39.90374683,-75.37161187,798e7c31-a80f-4049-9973-8c7f0cb0b31c
-75.290258295999934,40.008416070000067,87,Paoli Thorndale Line,Ardmore,39 Station Rd,Station Ave,Anderson Ave,Ardmore,PA,19003,Lower Merion,Montgomery,2,AMTRAK,Leased,8.5,No,Yes,196,196,3,12,No,No,No,Low,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,17,149,,744,122,140,797,884,919,,,464,150,121,469,585,619,,,236,54,59,241,295,295,,,1764,1833,5300,5509,,272950,283643,,90518,40.00841607,-75.2902583,f2ffd149-a749-4ffd-b730-3c8a7f794e47
-75.44246237699997,40.048088621000034,88,Paoli Thorndale Line,Berwyn,654 E. Lancaster Ave,E. Lancaster Ave,Main Ave,Berwyn,PA,19312,Easttown,Chester,3,AMTRAK,Leased,17.5,Yes,Yes,140,107,4,8,No,No,No,Mini,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,157,,309,13,24,275,333,288,,,104,8,16,115,120,123,,,61,6,3,78,64,84,,,517,495,1849,1647,,94867,84708,,90508,40.04808862,-75.44246238,383731e4-c24e-4f56-8002-1821c3618b58
-75.31584087899995,40.021915916000069,89,Paoli Thorndale Line,Bryn Mawr,54 N. Bryn Mawr Ave,N. Bryn Mawr Ave,Morris Ave,Bryn Mawr,PA,19010,Lower Merion,Montgomery,3,AMTRAK,Leased,10.1,No,Yes,254,251,9,24,No,No,No,Low,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,17,149,,885,139,166,1012,1051,1151,,,445,40,26,453,471,493,,,268,31,36,348,304,379,,,1826,2023,6030,6627,,310108,341123,,90516,40.02191592,-75.31584088,b3a2684f-609a-42a9-a795-febc35c746c0
-75.460638273999962,40.042933021000067,90,Paoli Thorndale Line,Daylesford,1301 Lancaster Ave,Lancaster Ave,Glenn Ave,Berwyn,PA,19312,Tredyffrin,Chester,3,AMTRAK,Leased,18.6,No,Yes,152,122,2,4,No,No,No,Low,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,157,,232,5,7,252,239,257,,,58,0,0,72,58,72,,,60,0,0,80,60,80,,,357,409,1312,1437,,67390,73919,,90507,40.04293302,-75.46063827,044212e4-b14c-4b09-8383-3811eded14c0
-75.422967489999962,40.047370276000038,91,Paoli Thorndale Line,Devon,1 N. Devon Blvd (off Lancaster Ave),N. Devon Blvd,Lancaster Ave,Devon,PA,19333,Easttown,Chester,3,AMTRAK,Leased,16.5,No,Yes,267,241,4,8,No,No,No,Low,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,26,167,,445,15,13,433,458,448,,,127,1,1,113,128,114,,,97,7,2,70,99,77,,,684,639,2515,2431,,129081,124634,,90509,40.04737028,-75.42296749,29b8af0f-3681-4070-9164-5520c8fd0275
-75.710520987999985,40.002075587000036,92,Paoli Thorndale Line,Downingtown,159 Viaduct Ave,Viaduct Ave,St. Joseph Ln,Downingtown,PA,19335,Downingtown,Chester,4,AMTRAK,Leased,32.4,No,Yes,360,310,2,4,No,No,No,Low,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,155,,398,0,0,403,398,403,,,109,1,0,95,109,96,,,0,0,0,0,0,0,,,507,499,2099,2111,,107158,107757,,90502,40.00207559,-75.71052099,c45f51de-d097-421f-bf71-742bdb71581f
-75.621724675999985,40.019435224000063,93,Paoli Thorndale Line,Exton,445 Walkertown Rd (off PA Route 100),Walkertown Rd,PA Route 100,Exton,PA,19341,West Whiteland,Chester,4,AMTRAK,Leased,27.5,Yes,Yes,641,631,3,6,No,No,No,Mini,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,167,,795,0,2,726,797,726,,,152,1,3,119,155,120,,,0,0,0,0,0,0,,,952,846,4141,3750,,211333,191370,,90504,40.01943522,-75.62172468,af59c518-8785-4f78-9478-2e0486fdf74f
-75.300128184999949,40.014080456000045,94,Paoli Thorndale Line,Haverford,43 Haverford Station Rd,Haverford Station Rd,Berkley Rd,Haverford,PA,19041,Lower Merion,Montgomery,2,AMTRAK,Leased,9.1,No,Yes,169,169,3,6,No,No,No,Low,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,17,149,,401,43,51,435,452,478,,,211,21,20,233,231,254,,,178,13,7,194,185,207,,,868,939,2676,2851,,138002,147109,,90517,40.01408046,-75.30012818,91e4a008-695b-4ed1-89ef-816bb5499c01
-75.515535185999966,40.036456160000057,95,Paoli Thorndale Line,Malvern,15 N. Warren Ave (near King St),N. Warren Ave,King St,Malvern,PA,19355,Malvern,Chester,4,AMTRAK,Leased,21.6,No,Yes,323,323,3,6,No,No,No,Low,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,167,,826,24,23,884,850,908,,,373,2,7,380,380,382,,,378,0,1,331,379,331,,,1608,1621,5006,5253,,258344,270602,,90505,40.03645616,-75.51553519,009cece3-3ec2-4aeb-be54-2fcdde357b2a
-75.25147693699995,39.99750119600003,96,Paoli Thorndale Line,Merion,293 Idris Rd,Idris Rd,Hazelhurst Rd,Merion Station,PA,19066,Lower Merion,Montgomery,2,AMTRAK,Leased,6,No,Yes,82,82,6,18,No,No,No,Low,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,17,148,,259,25,27,259,286,284,,,84,14,16,95,100,109,,,59,4,8,61,67,65,,,453,458,1597,1594,,82016,81858,,90521,39.9975012,-75.25147694,d787e397-7602-4c26-8069-613fa6e824ac
-75.261483966999947,40.004878147000056,97,Paoli Thorndale Line,Narberth,211 Elmwood Ave,Elmwood Ave,N. Narberth Ave,Narbeth,PA,19072,Narberth,Montgomery,2,AMTRAK,Leased,6.8,No,Yes,111,111,3,15,No,No,No,Low,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,17,148,,695,70,76,694,771,764,,,281,59,50,199,331,258,,,137,10,12,150,149,160,,,1251,1182,4337,4238,,222561,217516,,90520,40.00487815,-75.26148397,0ce03718-e88f-4e8f-afcd-9c5560de9f6f
-75.249839158999976,39.989902260000065,98,Paoli Thorndale Line,Overbrook,2195 N. 63rd St (off City Ave),63rd St,City Ave,Merion Station,PA,19066,Philadelphia,Philadelphia,2,AMTRAK,Leased,5.4,No,Yes,172,172,2,4,No,No,No,Mini,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,7,192,4,552,353,332,566,884,919,,,357,107,133,343,490,450,,,158,103,99,166,257,269,,,1631,1638,5167,5314,,265809,273347,,90522,39.98990226,-75.24983916,ea6af1b9-74d7-404d-83d3-332a730eab7b
-75.48373,40.042959,99,Paoli Thorndale Line,Paoli,13 N. Valley Rd (near Lincoln Highway),N. Valley Rd,Lincoln Hwy,Paoli,PA,19301,Tredyffrin,Chester,4,AMTRAK,Leased,19.98,No,Yes,486,486,4,8,No,No,No,Low,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,19,157,,1159,84,28,1194,1187,1278,,,481,10,3,526,484,536,,,316,2,0,293,316,295,,,1987,2109,6735,7221,,346181,370872,,90506,40.042959,-75.48373,13e9898a-ba98-440b-b7eb-2aa3bbc6b5b1
-75.359436185999982,40.044738576000043,100,Paoli Thorndale Line,Radnor,291 King of Prussia Rd,King of Prussia Rd,Randnor Chester Rd,Wayne,PA,19087,Radnor,Delaware,3,AMTRAK,Leased,13,Yes,Yes,220,157,2,4,No,No,No,Mini,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,17,165,,507,74,77,526,584,600,,,127,18,19,123,146,141,,,59,11,14,81,73,92,,,803,833,3139,3233,,160741,165684,,90513,40.04473858,-75.35943619,d86a4b86-c705-4db0-8977-b6c429adca5d
-75.327258471999983,40.028238892000047,101,Paoli Thorndale Line,Rosemont,43 Airdale Rd,Airdale Rd,Montrose Ave,Bryn Mawr,PA,19010,Lower Merion,Philadelphia,3,AMTRAK,Leased,10.9,No,Yes,112,112,5,10,No,No,No,Low,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,17,149,,326,21,18,376,344,397,,,140,15,11,140,151,155,,,106,7,11,106,117,113,,,612,665,1988,2253,,102379,115849,,90515,40.02823889,-75.32725847,1708ab8b-da11-4f28-aa84-6c7c9023eb3d
-75.373431951999976,40.044099452000069,102,Paoli Thorndale Line,St. Davids,53 Chamounix Rd (near Lancaster Ave),Chamounix Rd,Lancaster Ave,Wayne,PA,19087,Radnor,Delaware,3,AMTRAK,Leased,13.8,No,Yes,115,115,4,14,No,No,No,Low,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,7,17,165,,251,12,18,240,269,252,,,77,10,3,99,80,109,,,60,9,7,73,67,82,,,416,443,1492,1451,,76641,74684,,90512,40.04409945,-75.37343195,2311a975-d99c-44a2-8930-912841702019
